ID,Tolid,Tool,True Positives (TP),False Positives (FP),False Negatives (FN),True Negatives (TN),Precision,Recall,Accuracy,F1-score,Reference TP,Reference TN,Non classified,Reference chromosome scaffolds,Chromosome scaffolds classified
RC-2013,daFilPyra1,fcs,158,687,0,5231,0.18698224852071005,1.0,0.8869321922317314,0.3150548354935194,158,5918,-,94,94
RC-2013,daFilPyra1,tiara,158,5898,0,20,0.02608982826948481,1.0,0.029295589203423306,0.05085291277759897,158,5918,-,94,94
RC-2013,daFilPyra1,fcs+tiara,158,678,0,5240,0.18899521531100477,1.0,0.8884134298880842,0.317907444668008,158,5918,-,94,94
RC-2013,daFilPyra1,sourmash_without_filters,144,1762,14,4156,0.07555089192025184,0.9113924050632911,0.7077024358130349,0.13953488372093026,158,5918,29,94,94
RC-2013,daFilPyra1,sourmash_db_filter_published_assembly,136,827,22,5091,0.14122533748701974,0.8607594936708861,0.8602699144173799,0.24264049955396969,158,5918,36,94,93
RC-2013,daFilPyra1,sourmash_db_filter_topN_3,128,665,30,5253,0.1614123581336696,0.810126582278481,0.8856155365371955,0.2691903259726604,158,5918,36,94,93
RC-2013,daFilPyra1,sourmash_db_filter_topN_10,129,673,29,5245,0.16084788029925187,0.8164556962025317,0.8844634628044766,0.26875,158,5918,36,94,93
RC-2013,daFilPyra1,sourmash_db_filter_topN_50,131,753,27,5165,0.14819004524886878,0.8291139240506329,0.8716260697827518,0.2514395393474088,158,5918,36,94,93
RC-2013,daFilPyra1,sourmash_db_filter_topN_100,131,764,27,5154,0.1463687150837989,0.8291139240506329,0.869815668202765,0.24881291547958218,158,5918,36,94,93
RC-2013,daFilPyra1,sourmash_db_filter_containment_0%,131,796,27,5122,0.1413160733549083,0.8291139240506329,0.8645490454246214,0.24147465437788018,158,5918,36,94,93
RC-2013,daFilPyra1,sourmash_db_filter_containment_1%,131,796,27,5122,0.1413160733549083,0.8291139240506329,0.8645490454246214,0.24147465437788018,158,5918,36,94,93
RC-2013,daFilPyra1,sourmash_db_filter_containment_10%,128,671,30,5247,0.16020025031289112,0.810126582278481,0.8846280447662936,0.26750261233019856,158,5918,36,94,93
RC-2013,daFilPyra1,sourmash_db_filter_containment_20%,107,660,51,5258,0.1395045632333768,0.6772151898734177,0.8829822251481237,0.23135135135135135,158,5918,36,94,76
RC-2013,daFilPyra1,sourmash_db_filter_kmers_2,129,759,29,5159,0.14527027027027026,0.8164556962025317,0.8703094140882159,0.24665391969407263,158,5918,36,94,93
RC-2013,daFilPyra1,sourmash_db_filter_kmers_10,127,670,31,5248,0.15934755332496864,0.8037974683544303,0.8846280447662936,0.2659685863874346,158,5918,36,94,93
RC-2013,daFilPyra1,sourmash_db_filter_kmers_50,26,649,132,5269,0.03851851851851852,0.16455696202531644,0.8714614878209348,0.06242496998799521,158,5918,36,94,21
RC-2013,daFilPyra1,sourmash_db_filter_kmers_100,21,620,137,5298,0.0327613104524181,0.13291139240506328,0.8754114549045424,0.052565707133917394,158,5918,36,94,20
RC-2016,gfHygHelo1,fcs,91,201,0,1836,0.3116438356164384,1.0,0.9055451127819549,0.47519582245430814,91,2037,-,55,55
RC-2016,gfHygHelo1,tiara,91,291,0,1746,0.23821989528795812,1.0,0.8632518796992481,0.3847780126849894,91,2037,-,55,55
RC-2016,gfHygHelo1,fcs+tiara,91,171,0,1866,0.3473282442748092,1.0,0.9196428571428571,0.5155807365439093,91,2037,-,55,55
RC-2016,gfHygHelo1,sourmash_without_filters,91,1308,0,729,0.06504646175839886,1.0,0.38533834586466165,0.12214765100671142,91,2037,1204,55,55
RC-2016,gfHygHelo1,sourmash_db_filter_published_assembly,91,1308,0,729,0.06504646175839886,1.0,0.38533834586466165,0.12214765100671142,91,2037,1204,55,55
RC-2016,gfHygHelo1,sourmash_db_filter_topN_3,35,152,56,1885,0.18716577540106952,0.38461538461538464,0.9022556390977443,0.2517985611510791,91,2037,1204,55,34
RC-2016,gfHygHelo1,sourmash_db_filter_topN_10,35,153,56,1884,0.18617021276595744,0.38461538461538464,0.9017857142857143,0.25089605734767023,91,2037,1204,55,34
RC-2016,gfHygHelo1,sourmash_db_filter_topN_50,35,153,56,1884,0.18617021276595744,0.38461538461538464,0.9017857142857143,0.25089605734767023,91,2037,1204,55,34
RC-2016,gfHygHelo1,sourmash_db_filter_topN_100,35,153,56,1884,0.18617021276595744,0.38461538461538464,0.9017857142857143,0.25089605734767023,91,2037,1204,55,34
RC-2016,gfHygHelo1,sourmash_db_filter_containment_0%,36,159,55,1878,0.18461538461538463,0.3956043956043956,0.8994360902255639,0.25174825174825183,91,2037,1204,55,34
RC-2016,gfHygHelo1,sourmash_db_filter_containment_1%,36,159,55,1878,0.18461538461538463,0.3956043956043956,0.8994360902255639,0.25174825174825183,91,2037,1204,55,34
RC-2016,gfHygHelo1,sourmash_db_filter_containment_10%,36,2,55,2035,0.9473684210526315,0.3956043956043956,0.9732142857142857,0.5581395348837208,91,2037,1204,55,34
RC-2016,gfHygHelo1,sourmash_db_filter_containment_20%,35,0,56,2037,1.0,0.38461538461538464,0.9736842105263158,0.5555555555555556,91,2037,1204,55,34
RC-2016,gfHygHelo1,sourmash_db_filter_kmers_2,36,141,55,1896,0.2033898305084746,0.3956043956043956,0.9078947368421053,0.26865671641791045,91,2037,1204,55,34
RC-2016,gfHygHelo1,sourmash_db_filter_kmers_10,35,1,56,2036,0.9722222222222222,0.38461538461538464,0.9732142857142857,0.5511811023622047,91,2037,1204,55,34
RC-2016,gfHygHelo1,sourmash_db_filter_kmers_50,1,0,90,2037,1.0,0.01098901098901099,0.9577067669172933,0.02173913043478261,91,2037,1204,55,0
RC-2016,gfHygHelo1,sourmash_db_filter_kmers_100,1,0,90,2037,1.0,0.01098901098901099,0.9577067669172933,0.02173913043478261,91,2037,1204,55,0
RC-2061,dcPolTetr1,fcs,335,1208,0,311,0.21710952689565782,1.0,0.3484358144552319,0.3567625133120341,335,1519,-,55,43
RC-2061,dcPolTetr1,tiara,335,1183,0,336,0.2206851119894598,1.0,0.36192017259978426,0.3615758229897464,335,1519,-,55,43
RC-2061,dcPolTetr1,fcs+tiara,335,1195,0,324,0.21895424836601307,1.0,0.3554476806903991,0.3592493297587131,335,1519,-,55,43
RC-2061,dcPolTetr1,sourmash_without_filters,335,1420,0,99,0.1908831908831909,1.0,0.23408845738942827,0.32057416267942584,335,1519,237,55,48
RC-2061,dcPolTetr1,sourmash_db_filter_published_assembly,326,1420,9,99,0.18671248568155785,0.9731343283582089,0.22923408845738943,0.3133109082172033,335,1519,319,55,48
RC-2061,dcPolTetr1,sourmash_db_filter_topN_3,230,1178,105,341,0.16335227272727273,0.6865671641791045,0.307982740021575,0.263912794033276,335,1519,319,55,27
RC-2061,dcPolTetr1,sourmash_db_filter_topN_10,234,1179,101,340,0.16560509554140126,0.6985074626865672,0.30960086299892126,0.26773455377574373,335,1519,319,55,27
RC-2061,dcPolTetr1,sourmash_db_filter_topN_50,236,1180,99,339,0.16666666666666666,0.7044776119402985,0.31014023732470336,0.26956025128498,335,1519,319,55,27
RC-2061,dcPolTetr1,sourmash_db_filter_topN_100,239,1182,96,337,0.16819141449683322,0.7134328358208956,0.3106796116504854,0.27220956719817774,335,1519,319,55,28
RC-2061,dcPolTetr1,sourmash_db_filter_containment_0%,244,1183,91,336,0.17098808689558515,0.7283582089552239,0.31283710895361383,0.2769580022701476,335,1519,319,55,28
RC-2061,dcPolTetr1,sourmash_db_filter_containment_1%,244,1183,91,336,0.17098808689558515,0.7283582089552239,0.31283710895361383,0.2769580022701476,335,1519,319,55,28
RC-2061,dcPolTetr1,sourmash_db_filter_containment_10%,227,1169,108,350,0.16260744985673353,0.6776119402985075,0.3112189859762675,0.2622761409589832,335,1519,319,55,27
RC-2061,dcPolTetr1,sourmash_db_filter_containment_20%,222,777,113,742,0.2222222222222222,0.6626865671641791,0.5199568500539374,0.3328335832083958,335,1519,319,55,15
RC-2061,dcPolTetr1,sourmash_db_filter_kmers_2,232,1183,103,336,0.16395759717314487,0.6925373134328359,0.3063646170442287,0.2651428571428572,335,1519,319,55,28
RC-2061,dcPolTetr1,sourmash_db_filter_kmers_10,224,1177,111,342,0.15988579586009993,0.6686567164179105,0.30528586839266453,0.2580645161290323,335,1519,319,55,27
RC-2061,dcPolTetr1,sourmash_db_filter_kmers_50,6,443,329,1076,0.013363028953229399,0.01791044776119403,0.5836030204962244,0.015306122448979591,335,1519,319,55,6
RC-2061,dcPolTetr1,sourmash_db_filter_kmers_100,4,27,331,1492,0.12903225806451613,0.011940298507462687,0.8069039913700108,0.02185792349726776,335,1519,319,55,0
RC-2065,ilIdaTrig2,fcs,46,13,0,2,0.7796610169491526,1.0,0.7868852459016393,0.8761904761904762,46,15,-,35,35
RC-2065,ilIdaTrig2,tiara,46,13,0,2,0.7796610169491526,1.0,0.7868852459016393,0.8761904761904762,46,15,-,35,35
RC-2065,ilIdaTrig2,fcs+tiara,46,13,0,2,0.7796610169491526,1.0,0.7868852459016393,0.8761904761904762,46,15,-,35,35
RC-2065,ilIdaTrig2,sourmash_without_filters,45,15,1,0,0.75,0.9782608695652174,0.7377049180327869,0.849056603773585,46,15,11,35,35
RC-2065,ilIdaTrig2,sourmash_db_filter_published_assembly,45,15,1,0,0.75,0.9782608695652174,0.7377049180327869,0.849056603773585,46,15,11,35,35
RC-2065,ilIdaTrig2,sourmash_db_filter_topN_3,34,15,12,0,0.6938775510204082,0.7391304347826086,0.5573770491803278,0.7157894736842104,46,15,11,35,26
RC-2065,ilIdaTrig2,sourmash_db_filter_topN_10,34,15,12,0,0.6938775510204082,0.7391304347826086,0.5573770491803278,0.7157894736842104,46,15,11,35,26
RC-2065,ilIdaTrig2,sourmash_db_filter_topN_50,34,15,12,0,0.6938775510204082,0.7391304347826086,0.5573770491803278,0.7157894736842104,46,15,11,35,26
RC-2065,ilIdaTrig2,sourmash_db_filter_topN_100,34,15,12,0,0.6938775510204082,0.7391304347826086,0.5573770491803278,0.7157894736842104,46,15,11,35,26
RC-2065,ilIdaTrig2,sourmash_db_filter_containment_0%,34,15,12,0,0.6938775510204082,0.7391304347826086,0.5573770491803278,0.7157894736842104,46,15,11,35,26
RC-2065,ilIdaTrig2,sourmash_db_filter_containment_1%,34,15,12,0,0.6938775510204082,0.7391304347826086,0.5573770491803278,0.7157894736842104,46,15,11,35,26
RC-2065,ilIdaTrig2,sourmash_db_filter_containment_10%,1,5,45,10,0.16666666666666666,0.021739130434782608,0.18032786885245902,0.03846153846153846,46,15,11,35,0
RC-2065,ilIdaTrig2,sourmash_db_filter_containment_20%,1,4,45,11,0.2,0.021739130434782608,0.19672131147540983,0.0392156862745098,46,15,11,35,0
RC-2065,ilIdaTrig2,sourmash_db_filter_kmers_2,32,15,14,0,0.6808510638297872,0.6956521739130435,0.5245901639344263,0.6881720430107526,46,15,11,35,26
RC-2065,ilIdaTrig2,sourmash_db_filter_kmers_10,24,6,22,9,0.8,0.5217391304347826,0.5409836065573771,0.6315789473684211,46,15,11,35,23
RC-2065,ilIdaTrig2,sourmash_db_filter_kmers_50,21,2,25,13,0.9130434782608695,0.45652173913043476,0.5573770491803278,0.608695652173913,46,15,11,35,20
RC-2065,ilIdaTrig2,sourmash_db_filter_kmers_100,21,2,25,13,0.9130434782608695,0.45652173913043476,0.5573770491803278,0.608695652173913,46,15,11,35,20
RC-2086,ilAriNici1,fcs,59,66,0,12,0.472,1.0,0.5182481751824818,0.6413043478260869,59,78,-,46,46
RC-2086,ilAriNici1,tiara,59,64,0,14,0.4796747967479675,1.0,0.5328467153284672,0.6483516483516484,59,78,-,46,46
RC-2086,ilAriNici1,fcs+tiara,59,65,0,13,0.47580645161290325,1.0,0.5255474452554745,0.644808743169399,59,78,-,46,46
RC-2086,ilAriNici1,sourmash_without_filters,59,77,0,1,0.4338235294117647,1.0,0.43795620437956206,0.6051282051282051,59,78,1,46,46
RC-2086,ilAriNici1,sourmash_db_filter_published_assembly,59,77,0,1,0.4338235294117647,1.0,0.43795620437956206,0.6051282051282051,59,78,1,46,46
RC-2086,ilAriNici1,sourmash_db_filter_topN_3,59,66,0,12,0.472,1.0,0.5182481751824818,0.6413043478260869,59,78,1,46,46
RC-2086,ilAriNici1,sourmash_db_filter_topN_10,59,76,0,2,0.43703703703703706,1.0,0.44525547445255476,0.6082474226804123,59,78,1,46,46
RC-2086,ilAriNici1,sourmash_db_filter_topN_50,59,76,0,2,0.43703703703703706,1.0,0.44525547445255476,0.6082474226804123,59,78,1,46,46
RC-2086,ilAriNici1,sourmash_db_filter_topN_100,59,76,0,2,0.43703703703703706,1.0,0.44525547445255476,0.6082474226804123,59,78,1,46,46
RC-2086,ilAriNici1,sourmash_db_filter_containment_0%,59,76,0,2,0.43703703703703706,1.0,0.44525547445255476,0.6082474226804123,59,78,1,46,46
RC-2086,ilAriNici1,sourmash_db_filter_containment_1%,59,76,0,2,0.43703703703703706,1.0,0.44525547445255476,0.6082474226804123,59,78,1,46,46
RC-2086,ilAriNici1,sourmash_db_filter_containment_10%,59,65,0,13,0.47580645161290325,1.0,0.5255474452554745,0.644808743169399,59,78,1,46,46
RC-2086,ilAriNici1,sourmash_db_filter_containment_20%,35,8,24,70,0.813953488372093,0.5932203389830508,0.7664233576642335,0.6862745098039216,59,78,1,46,22
RC-2086,ilAriNici1,sourmash_db_filter_kmers_2,59,75,0,3,0.44029850746268656,1.0,0.45255474452554745,0.6113989637305699,59,78,1,46,46
RC-2086,ilAriNici1,sourmash_db_filter_kmers_10,59,64,0,14,0.4796747967479675,1.0,0.5328467153284672,0.6483516483516484,59,78,1,46,46
RC-2086,ilAriNici1,sourmash_db_filter_kmers_50,41,1,18,77,0.9761904761904762,0.6949152542372882,0.8613138686131386,0.8118811881188118,59,78,1,46,38
RC-2086,ilAriNici1,sourmash_db_filter_kmers_100,31,0,28,78,1.0,0.5254237288135594,0.7956204379562044,0.688888888888889,59,78,1,46,30
RC-2093,ddArmRust1,fcs,149,2884,0,210,0.0491262776129245,1.0,0.110699969164354,0.09365179132620995,149,3094,-,113,113
RC-2093,ddArmRust1,tiara,149,2902,0,192,0.04883644706653556,1.0,0.10514955288313291,0.093125,149,3094,-,113,113
RC-2093,ddArmRust1,fcs+tiara,149,2875,0,219,0.04927248677248677,1.0,0.11347517730496454,0.09391742830129216,149,3094,-,113,113
RC-2093,ddArmRust1,sourmash_without_filters,144,1516,5,1578,0.08674698795180723,0.9664429530201343,0.5309898242368177,0.1592039800995025,149,3094,306,113,113
RC-2093,ddArmRust1,sourmash_db_filter_published_assembly,144,1516,5,1578,0.08674698795180723,0.9664429530201343,0.5309898242368177,0.1592039800995025,149,3094,306,113,113
RC-2093,ddArmRust1,sourmash_db_filter_topN_3,126,1056,23,2038,0.1065989847715736,0.8456375838926175,0.6672833795868024,0.1893313298271976,149,3094,306,113,111
RC-2093,ddArmRust1,sourmash_db_filter_topN_10,127,1076,22,2018,0.1055694098088113,0.8523489932885906,0.6614246068455134,0.1878698224852071,149,3094,306,113,112
RC-2093,ddArmRust1,sourmash_db_filter_topN_50,139,1156,10,1938,0.10733590733590734,0.9328859060402684,0.6404563675609004,0.1925207756232687,149,3094,306,113,112
RC-2093,ddArmRust1,sourmash_db_filter_topN_100,141,1179,8,1915,0.10681818181818181,0.9463087248322147,0.6339808818994758,0.19196732471068753,149,3094,306,113,112
RC-2093,ddArmRust1,sourmash_db_filter_containment_0%,141,1213,8,1881,0.10413589364844904,0.9463087248322147,0.6234967622571693,0.187624750499002,149,3094,306,113,112
RC-2093,ddArmRust1,sourmash_db_filter_containment_1%,141,1213,8,1881,0.10413589364844904,0.9463087248322147,0.6234967622571693,0.187624750499002,149,3094,306,113,112
RC-2093,ddArmRust1,sourmash_db_filter_containment_10%,82,1036,67,2058,0.07334525939177101,0.5503355704697986,0.6598828245451742,0.12943962115232832,149,3094,306,113,69
RC-2093,ddArmRust1,sourmash_db_filter_containment_20%,46,1028,103,2066,0.04283054003724395,0.3087248322147651,0.6512488436632747,0.07522485690923958,149,3094,306,113,40
RC-2093,ddArmRust1,sourmash_db_filter_kmers_2,138,1116,11,1978,0.11004784688995216,0.9261744966442953,0.6524822695035462,0.19672131147540983,149,3094,306,113,111
RC-2093,ddArmRust1,sourmash_db_filter_kmers_10,130,1042,19,2052,0.11092150170648464,0.87248322147651,0.6728337958680234,0.1968205904617714,149,3094,306,113,109
RC-2093,ddArmRust1,sourmash_db_filter_kmers_50,19,1012,130,2082,0.01842870999030068,0.12751677852348994,0.6478569226025285,0.03220338983050847,149,3094,306,113,15
RC-2093,ddArmRust1,sourmash_db_filter_kmers_100,17,843,132,2251,0.019767441860465116,0.11409395973154363,0.6993524514338575,0.03369672943508424,149,3094,306,113,14
RC-2111,qdNanPoly8,fcs,684,83,0,1479,0.8917861799217731,1.0,0.9630454140694568,0.9427980702963473,684,1562,-,67,67
RC-2111,qdNanPoly8,tiara,672,615,12,947,0.5221445221445221,0.9824561403508771,0.7208370436331255,0.6818873668188736,684,1562,-,67,64
RC-2111,qdNanPoly8,fcs+tiara,672,47,12,1515,0.9346314325452016,0.9824561403508771,0.9737310774710597,0.9579472558802565,684,1562,-,67,64
RC-2111,qdNanPoly8,sourmash_without_filters,665,1045,19,517,0.3888888888888889,0.9722222222222222,0.5262689225289403,0.5555555555555556,684,1562,996,67,65
RC-2111,qdNanPoly8,sourmash_db_filter_published_assembly,604,1008,80,554,0.3746898263027295,0.8830409356725146,0.5155832591273375,0.5261324041811847,684,1562,1611,67,54
RC-2111,qdNanPoly8,sourmash_db_filter_topN_3,1,0,683,1562,1.0,0.0014619883040935672,0.6959038290293855,0.00291970802919708,684,1562,1611,67,0
RC-2111,qdNanPoly8,sourmash_db_filter_topN_10,1,0,683,1562,1.0,0.0014619883040935672,0.6959038290293855,0.00291970802919708,684,1562,1611,67,0
RC-2111,qdNanPoly8,sourmash_db_filter_topN_50,1,0,683,1562,1.0,0.0014619883040935672,0.6959038290293855,0.00291970802919708,684,1562,1611,67,0
RC-2111,qdNanPoly8,sourmash_db_filter_topN_100,1,0,683,1562,1.0,0.0014619883040935672,0.6959038290293855,0.00291970802919708,684,1562,1611,67,0
RC-2111,qdNanPoly8,sourmash_db_filter_containment_0%,1,0,683,1562,1.0,0.0014619883040935672,0.6959038290293855,0.00291970802919708,684,1562,1611,67,0
RC-2111,qdNanPoly8,sourmash_db_filter_containment_1%,1,0,683,1562,1.0,0.0014619883040935672,0.6959038290293855,0.00291970802919708,684,1562,1611,67,0
RC-2111,qdNanPoly8,sourmash_db_filter_containment_10%,1,0,683,1562,1.0,0.0014619883040935672,0.6959038290293855,0.00291970802919708,684,1562,1611,67,0
RC-2111,qdNanPoly8,sourmash_db_filter_containment_20%,1,0,683,1562,1.0,0.0014619883040935672,0.6959038290293855,0.00291970802919708,684,1562,1611,67,0
RC-2111,qdNanPoly8,sourmash_db_filter_kmers_2,1,0,683,1562,1.0,0.0014619883040935672,0.6959038290293855,0.00291970802919708,684,1562,1611,67,0
RC-2111,qdNanPoly8,sourmash_db_filter_kmers_10,1,0,683,1562,1.0,0.0014619883040935672,0.6959038290293855,0.00291970802919708,684,1562,1611,67,0
RC-2111,qdNanPoly8,sourmash_db_filter_kmers_50,1,0,683,1562,1.0,0.0014619883040935672,0.6959038290293855,0.00291970802919708,684,1562,1611,67,0
RC-2111,qdNanPoly8,sourmash_db_filter_kmers_100,1,0,683,1562,1.0,0.0014619883040935672,0.6959038290293855,0.00291970802919708,684,1562,1611,67,0
RC-2122,ilScoChen1,fcs,77,2,0,33,0.9746835443037974,1.0,0.9821428571428571,0.9871794871794872,77,35,-,35,35
RC-2122,ilScoChen1,tiara,77,6,0,29,0.927710843373494,1.0,0.9464285714285714,0.9625,77,35,-,35,35
RC-2122,ilScoChen1,fcs+tiara,77,2,0,33,0.9746835443037974,1.0,0.9821428571428571,0.9871794871794872,77,35,-,35,35
RC-2122,ilScoChen1,sourmash_without_filters,77,22,0,13,0.7777777777777778,1.0,0.8035714285714286,0.8750000000000001,77,35,14,35,35
RC-2122,ilScoChen1,sourmash_db_filter_published_assembly,74,22,3,13,0.7708333333333334,0.961038961038961,0.7767857142857143,0.8554913294797688,77,35,28,35,35
RC-2122,ilScoChen1,sourmash_db_filter_topN_3,57,5,20,30,0.9193548387096774,0.7402597402597403,0.7767857142857143,0.8201438848920863,77,35,28,35,35
RC-2122,ilScoChen1,sourmash_db_filter_topN_10,59,6,18,29,0.9076923076923077,0.7662337662337663,0.7857142857142857,0.8309859154929577,77,35,28,35,35
RC-2122,ilScoChen1,sourmash_db_filter_topN_50,60,7,17,28,0.8955223880597015,0.7792207792207793,0.7857142857142857,0.8333333333333334,77,35,28,35,35
RC-2122,ilScoChen1,sourmash_db_filter_topN_100,61,7,16,28,0.8970588235294118,0.7922077922077922,0.7946428571428571,0.8413793103448276,77,35,28,35,35
RC-2122,ilScoChen1,sourmash_db_filter_containment_0%,61,7,16,28,0.8970588235294118,0.7922077922077922,0.7946428571428571,0.8413793103448276,77,35,28,35,35
RC-2122,ilScoChen1,sourmash_db_filter_containment_1%,61,7,16,28,0.8970588235294118,0.7922077922077922,0.7946428571428571,0.8413793103448276,77,35,28,35,35
RC-2122,ilScoChen1,sourmash_db_filter_containment_10%,4,0,73,35,1.0,0.05194805194805195,0.3482142857142857,0.09876543209876544,77,35,28,35,1
RC-2122,ilScoChen1,sourmash_db_filter_containment_20%,2,0,75,35,1.0,0.025974025974025976,0.33035714285714285,0.05063291139240507,77,35,28,35,1
RC-2122,ilScoChen1,sourmash_db_filter_kmers_2,54,6,23,29,0.9,0.7012987012987013,0.7410714285714286,0.7883211678832117,77,35,28,35,34
RC-2122,ilScoChen1,sourmash_db_filter_kmers_10,38,3,39,32,0.926829268292683,0.4935064935064935,0.625,0.6440677966101694,77,35,28,35,34
RC-2122,ilScoChen1,sourmash_db_filter_kmers_50,32,0,45,35,1.0,0.4155844155844156,0.5982142857142857,0.5871559633027523,77,35,28,35,31
RC-2122,ilScoChen1,sourmash_db_filter_kmers_100,32,0,45,35,1.0,0.4155844155844156,0.5982142857142857,0.5871559633027523,77,35,28,35,31
RC-2153,cbPteFili1,fcs,600,432,0,21,0.5813953488372093,1.0,0.5897435897435898,0.7352941176470588,600,453,-,63,63
RC-2153,cbPteFili1,tiara,504,431,96,22,0.5390374331550802,0.84,0.49952516619183285,0.6566775244299675,600,453,-,63,63
RC-2153,cbPteFili1,fcs+tiara,506,431,94,22,0.5400213447171825,0.8433333333333334,0.5014245014245015,0.6584255042290176,600,453,-,63,63
RC-2153,cbPteFili1,sourmash_without_filters,535,448,65,5,0.5442522889114955,0.8916666666666667,0.5128205128205128,0.6759317751105496,600,453,426,63,63
RC-2153,cbPteFili1,sourmash_db_filter_published_assembly,526,446,74,7,0.5411522633744856,0.8766666666666667,0.5061728395061729,0.6692111959287532,600,453,550,63,63
RC-2153,cbPteFili1,sourmash_db_filter_topN_3,128,262,472,191,0.3282051282051282,0.21333333333333335,0.3029439696106363,0.2585858585858586,600,453,550,63,63
RC-2153,cbPteFili1,sourmash_db_filter_topN_10,130,264,470,189,0.3299492385786802,0.21666666666666667,0.3029439696106363,0.26156941649899396,600,453,550,63,63
